2014,1,1,0,,136
2014,1,1,1,,173
2014,1,1,2,,166
2014,1,1,3,,157
2014,1,1,4,,157
2014,1,1,5,,147
2014,1,1,6,,154
2014,1,1,7,,142
2014,1,1,8,,137
2014,1,1,9,,138
2014,1,1,10,,121
2014,1,1,11,,100
2014,1,1,12,,81
2014,1,1,13,,75
2014,1,1,14,,78
2014,1,1,15,,71
2014,1,1,16,,79
2014,1,1,17,,84
2014,1,1,18,,100
2014,1,1,19,,106
2014,1,1,20,,142
2014,1,1,21,,163
2014,1,1,22,,171
2014,1,1,23,,163
2014,1,2,0,,174
2014,1,2,1,,182
2014,1,2,2,,160
2014,1,2,3,,132
2014,1,2,4,,116
2014,1,2,5,,114
2014,1,2,6,,99
2014,1,2,7,,95
2014,1,2,8,,77
2014,1,2,9,,81
2014,1,2,10,,101
2014,1,2,11,,88
2014,1,2,12,,63
2014,1,2,13,,NA
2014,1,2,14,,33
2014,1,2,15,,44
2014,1,2,16,,73
2014,1,2,17,,66
2014,1,2,18,,71
2014,1,2,19,,75
2014,1,2,20,,76
2014,1,2,21,,74
2014,1,2,22,,68
2014,1,2,23,,70
2014,1,3,0,,71
2014,1,3,1,,68
2014,1,3,2,,77
2014,1,3,3,,76
2014,1,3,4,,76
2014,1,3,5,,92
2014,1,3,6,,105
2014,1,3,7,,107
2014,1,3,8,,124
2014,1,3,9,,153
2014,1,3,10,,158
2014,1,3,11,,149
2014,1,3,12,,164
2014,1,3,13,,123
2014,1,3,14,,95
2014,1,3,15,,97
2014,1,3,16,,110
2014,1,3,17,,139
2014,1,3,18,,150
2014,1,3,19,,161
2014,1,3,20,,190
2014,1,3,21,,212
2014,1,3,22,,225
2014,1,3,23,,196
2014,1,4,0,,208
2014,1,4,1,,229
2014,1,4,2,,251
2014,1,4,3,,209
2014,1,4,4,,189
2014,1,4,5,,170
2014,1,4,6,,110
2014,1,4,7,,86
2014,1,4,8,,80
2014,1,4,9,,103
2014,1,4,10,,98
2014,1,4,11,,71
2014,1,4,12,,68
2014,1,4,13,,80
2014,1,4,14,,77
2014,1,4,15,,59
2014,1,4,16,,61
2014,1,4,17,,55
2014,1,4,18,,47
2014,1,4,19,,34
2014,1,4,20,,28
2014,1,4,21,,33
2014,1,4,22,,21
2014,1,4,23,,27
2014,1,5,0,,29
2014,1,5,1,,23
2014,1,5,2,,32
2014,1,5,3,,30
2014,1,5,4,,33
2014,1,5,5,,35
2014,1,5,6,,37
2014,1,5,7,,35
2014,1,5,8,,28
2014,1,5,9,,37
2014,1,5,10,,53
2014,1,5,11,,70
2014,1,5,12,,91
2014,1,5,13,,112
2014,1,5,14,,122
2014,1,5,15,,105
2014,1,5,16,,87
2014,1,5,17,,63
2014,1,5,18,,44
2014,1,5,19,,25
2014,1,5,20,,27
2014,1,5,21,,27
2014,1,5,22,,28
2014,1,5,23,,35
2014,1,6,0,,26
2014,1,6,1,,20
2014,1,6,2,,17
2014,1,6,3,,20
2014,1,6,4,,21
2014,1,6,5,,22
2014,1,6,6,,19
2014,1,6,7,,24
2014,1,6,8,,24
2014,1,6,9,,21
2014,1,6,10,,24
2014,1,6,11,,24
2014,1,6,12,,24
2014,1,6,13,,26
2014,1,6,14,,22
2014,1,6,15,,23
2014,1,6,16,,39
2014,1,6,17,,35
2014,1,6,18,,37
2014,1,6,19,,39
2014,1,6,20,,39
2014,1,6,21,,36
2014,1,6,22,,43
2014,1,6,23,,36
2014,1,7,0,,42
2014,1,7,1,,37
2014,1,7,2,,43
2014,1,7,3,,38
2014,1,7,4,,41
2014,1,7,5,,36
2014,1,7,6,,39
2014,1,7,7,,42
2014,1,7,8,,38
2014,1,7,9,,39
2014,1,7,10,,36
2014,1,7,11,,35
2014,1,7,12,,38
2014,1,7,13,,44
2014,1,7,14,,53
2014,1,7,15,,42
2014,1,7,16,,46
2014,1,7,17,,43
2014,1,7,18,,58
2014,1,7,19,,50
2014,1,7,20,,59
2014,1,7,21,,61
2014,1,7,22,,75
2014,1,7,23,,74
2014,1,8,0,,73
2014,1,8,1,,70
2014,1,8,2,,83
2014,1,8,3,,97
2014,1,8,4,,31
2014,1,8,5,,29
2014,1,8,6,,22
2014,1,8,7,,20
2014,1,8,8,,25
2014,1,8,9,,20
2014,1,8,10,,27
2014,1,8,11,,35
2014,1,8,12,,34
2014,1,8,13,,38
2014,1,8,14,,42
2014,1,8,15,,35
2014,1,8,16,,36
2014,1,8,17,,29
2014,1,8,18,,40
2014,1,8,19,,44
2014,1,8,20,,36
2014,1,8,21,,27
2014,1,8,22,,22
2014,1,8,23,,19
2014,1,9,0,,22
2014,1,9,1,,23
2014,1,9,2,,30
2014,1,9,3,,32
2014,1,9,4,,31
2014,1,9,5,,33
2014,1,9,6,,29
2014,1,9,7,,26
2014,1,9,8,,35
2014,1,9,9,,32
2014,1,9,10,,36
2014,1,9,11,,36
2014,1,9,12,,39
2014,1,9,13,,36
2014,1,9,14,,40
2014,1,9,15,,41
2014,1,9,16,,44
2014,1,9,17,,38
2014,1,9,18,,45
2014,1,9,19,,40
2014,1,9,20,,36
2014,1,9,21,,36
2014,1,9,22,,32
2014,1,9,23,,31
2014,1,10,0,,28
2014,1,10,1,,30
2014,1,10,2,,27
2014,1,10,3,,24
2014,1,10,4,,30
2014,1,10,5,,28
2014,1,10,6,,32
2014,1,10,7,,33
2014,1,10,8,,38
2014,1,10,9,,40
2014,1,10,10,,43
2014,1,10,11,,50
2014,1,10,12,,47
2014,1,10,13,,53
2014,1,10,14,,55
2014,1,10,15,,54
2014,1,10,16,,55
2014,1,10,17,,61
2014,1,10,18,,60
2014,1,10,19,,58
2014,1,10,20,,66
2014,1,10,21,,59
2014,1,10,22,,63
2014,1,10,23,,60
2014,1,11,0,,57
2014,1,11,1,,52
2014,1,11,2,,43
2014,1,11,3,,40
2014,1,11,4,,38
2014,1,11,5,,42
2014,1,11,6,,41
2014,1,11,7,,49
2014,1,11,8,,41
2014,1,11,9,,49
2014,1,11,10,,43
2014,1,11,11,,50
2014,1,11,12,,40
2014,1,11,13,,41
2014,1,11,14,,47
2014,1,11,15,,48
2014,1,11,16,,49
2014,1,11,17,,55
2014,1,11,18,,47
2014,1,11,19,,50
2014,1,11,20,,43
2014,1,11,21,,44
2014,1,11,22,,44
2014,1,11,23,,38
2014,1,12,0,,45
2014,1,12,1,,44
2014,1,12,2,,43
2014,1,12,3,,35
2014,1,12,4,,37
2014,1,12,5,,48
2014,1,12,6,,47
2014,1,12,7,,45
2014,1,12,8,,37
2014,1,12,9,,55
2014,1,12,10,,58
2014,1,12,11,,62
2014,1,12,12,,62
2014,1,12,13,,76
2014,1,12,14,,80
2014,1,12,15,,97
2014,1,12,16,,113
2014,1,12,17,,104
2014,1,12,18,,122
2014,1,12,19,,157
2014,1,12,20,,145
2014,1,12,21,,166
2014,1,12,22,,178
2014,1,12,23,,194
2014,1,13,0,,188
2014,1,13,1,,118
2014,1,13,2,,73
2014,1,13,3,,45
2014,1,13,4,,32
2014,1,13,5,,27
2014,1,13,6,,25
2014,1,13,7,,28
2014,1,13,8,,27
2014,1,13,9,,30
2014,1,13,10,,35
2014,1,13,11,,33
2014,1,13,12,,27
2014,1,13,13,,30
2014,1,13,14,,27
2014,1,13,15,,31
2014,1,13,16,,28
2014,1,13,17,,24
2014,1,13,18,,25
2014,1,13,19,,20
2014,1,13,20,,17
2014,1,13,21,,20
2014,1,13,22,,19
2014,1,13,23,,17
2014,1,14,0,,18
2014,1,14,1,,18
2014,1,14,2,,17
2014,1,14,3,,22
2014,1,14,4,,22
2014,1,14,5,,20
2014,1,14,6,,23
2014,1,14,7,,35
2014,1,14,8,,25
2014,1,14,9,,21
2014,1,14,10,,21
2014,1,14,11,,20
2014,1,14,12,,20
2014,1,14,13,,23
2014,1,14,14,,27
2014,1,14,15,,29
2014,1,14,16,,26
2014,1,14,17,,27
2014,1,14,18,,30
2014,1,14,19,,32
2014,1,14,20,,29
2014,1,14,21,,28
2014,1,14,22,,27
2014,1,14,23,,28
2014,1,15,0,,28
2014,1,15,1,,24
2014,1,15,2,,23
2014,1,15,3,,28
2014,1,15,4,,25
2014,1,15,5,,24
2014,1,15,6,,23
2014,1,15,7,,25
2014,1,15,8,,26
2014,1,15,9,,25
2014,1,15,10,,23
2014,1,15,11,,28
2014,1,15,12,,30
2014,1,15,13,,36
2014,1,15,14,,30
2014,1,15,15,,30
2014,1,15,16,,35
2014,1,15,17,,27
2014,1,15,18,,31
2014,1,15,19,,49
2014,1,15,20,,52
2014,1,15,21,,61
2014,1,15,22,,70
2014,1,15,23,,73
2014,1,16,0,,74
2014,1,16,1,,79
2014,1,16,2,,77
2014,1,16,3,,85
2014,1,16,4,,85
2014,1,16,5,,84
2014,1,16,6,,89
2014,1,16,7,,97
2014,1,16,8,,94
2014,1,16,9,,73
2014,1,16,10,,70
2014,1,16,11,,58
2014,1,16,12,,62
2014,1,16,13,,53
2014,1,16,14,,47
2014,1,16,15,,61
2014,1,16,16,,52
2014,1,16,17,,57
2014,1,16,18,,69
2014,1,16,19,,62
2014,1,16,20,,60
2014,1,16,21,,58
2014,1,16,22,,61
2014,1,16,23,,63
2014,1,17,0,,68
2014,1,17,1,,65
2014,1,17,2,,63
2014,1,17,3,,63
2014,1,17,4,,62
2014,1,17,5,,59
2014,1,17,6,,69
2014,1,17,7,,69
2014,1,17,8,,71
2014,1,17,9,,69
2014,1,17,10,,61
2014,1,17,11,,66
2014,1,17,12,,80
2014,1,17,13,,75
2014,1,17,14,,84
2014,1,17,15,,93
2014,1,17,16,,120
2014,1,17,17,,111
2014,1,17,18,,121
2014,1,17,19,,129
2014,1,17,20,,141
2014,1,17,21,,189
2014,1,17,22,,175
2014,1,17,23,,155
2014,1,18,0,,141
2014,1,18,1,,130
2014,1,18,2,,89
2014,1,18,3,,76
2014,1,18,4,,82
2014,1,18,5,,109
2014,1,18,6,,140
2014,1,18,7,,173
2014,1,18,8,,175
2014,1,18,9,,177
2014,1,18,10,,192
2014,1,18,11,,190
2014,1,18,12,,195
2014,1,18,13,,192
2014,1,18,14,,203
2014,1,18,15,,179
2014,1,18,16,,157
2014,1,18,17,,144
2014,1,18,18,,144
2014,1,18,19,,143
2014,1,18,20,,159
2014,1,18,21,,156
2014,1,18,22,,136
2014,1,18,23,,144
2014,1,19,0,,133
2014,1,19,1,,108
2014,1,19,2,,115
2014,1,19,3,,92
2014,1,19,4,,104
2014,1,19,5,,110
2014,1,19,6,,115
2014,1,19,7,,124
2014,1,19,8,,112
2014,1,19,9,,92
2014,1,19,10,,96
2014,1,19,11,,82
2014,1,19,12,,94
2014,1,19,13,,85
2014,1,19,14,,71
2014,1,19,15,,69
2014,1,19,16,,94
2014,1,19,17,,122
2014,1,19,18,,147
2014,1,19,19,,143
2014,1,19,20,,145
2014,1,19,21,,121
2014,1,19,22,,116
2014,1,19,23,,105
2014,1,20,0,,113
2014,1,20,1,,135
2014,1,20,2,,173
2014,1,20,3,,196
2014,1,20,4,,196
2014,1,20,5,,198
2014,1,20,6,,199
2014,1,20,7,,214
2014,1,20,8,,228
2014,1,20,9,,247
2014,1,20,10,,239
2014,1,20,11,,227
2014,1,20,12,,227
2014,1,20,13,,218
2014,1,20,14,,178
2014,1,20,15,,155
2014,1,20,16,,141
2014,1,20,17,,180
2014,1,20,18,,162
2014,1,20,19,,102
2014,1,20,20,,96
2014,1,20,21,,67
2014,1,20,22,,59
2014,1,20,23,,51
2014,1,21,0,,61
2014,1,21,1,,66
2014,1,21,2,,68
2014,1,21,3,,61
2014,1,21,4,,74
2014,1,21,5,,66
2014,1,21,6,,50
2014,1,21,7,,38
2014,1,21,8,,39
2014,1,21,9,,41
2014,1,21,10,,27
2014,1,21,11,,26
2014,1,21,12,,23
2014,1,21,13,,27
2014,1,21,14,,32
2014,1,21,15,,34
2014,1,21,16,,40
2014,1,21,17,,48
2014,1,21,18,,48
2014,1,21,19,,48
2014,1,21,20,,51
2014,1,21,21,,49
2014,1,21,22,,42
2014,1,21,23,,38
2014,1,22,0,,37
2014,1,22,1,,36
2014,1,22,2,,39
2014,1,22,3,,36
2014,1,22,4,,38
2014,1,22,5,,38
2014,1,22,6,,39
2014,1,22,7,,40
2014,1,22,8,,55
2014,1,22,9,,61
2014,1,22,10,,63
2014,1,22,11,,54
2014,1,22,12,,66
2014,1,22,13,,76
2014,1,22,14,,70
2014,1,22,15,,72
2014,1,22,16,,75
2014,1,22,17,,62
2014,1,22,18,,57
2014,1,22,19,,55
2014,1,22,20,,51
2014,1,22,21,,41
2014,1,22,22,,43
2014,1,22,23,,37
2014,1,23,0,,33
2014,1,23,1,,34
2014,1,23,2,,38
2014,1,23,3,,28
2014,1,23,4,,28
2014,1,23,5,,35
2014,1,23,6,,48
2014,1,23,7,,58
2014,1,23,8,,54
2014,1,23,9,,56
2014,1,23,10,,NA
2014,1,23,11,,48
2014,1,23,12,,44
2014,1,23,13,,39
2014,1,23,14,,37
2014,1,23,15,,35
2014,1,23,16,,36
2014,1,23,17,,40
2014,1,23,18,,48
2014,1,23,19,,39
2014,1,23,20,,46
2014,1,23,21,,33
2014,1,23,22,,38
2014,1,23,23,,27
2014,1,24,0,,31
2014,1,24,1,,38
2014,1,24,2,,34
2014,1,24,3,,39
2014,1,24,4,,41
2014,1,24,5,,37
2014,1,24,6,,36
2014,1,24,7,,32
2014,1,24,8,,40
2014,1,24,9,,40
2014,1,24,10,,33
2014,1,24,11,,36
2014,1,24,12,,42
2014,1,24,13,,35
2014,1,24,14,,30
2014,1,24,15,,27
2014,1,24,16,,26
2014,1,24,17,,34
2014,1,24,18,,24
2014,1,24,19,,34
2014,1,24,20,,26
2014,1,24,21,,27
2014,1,24,22,,24
2014,1,24,23,,22
2014,1,25,0,,26
2014,1,25,1,,27
2014,1,25,2,,26
2014,1,25,3,,24
2014,1,25,4,,27
2014,1,25,5,,23
2014,1,25,6,,25
2014,1,25,7,,31
2014,1,25,8,,44
2014,1,25,9,,83
2014,1,25,10,,143
2014,1,25,11,,173
2014,1,25,12,,201
2014,1,25,13,,210
2014,1,25,14,,243
2014,1,25,15,,209
2014,1,25,16,,134
2014,1,25,17,,88
2014,1,25,18,,82
2014,1,25,19,,86
2014,1,25,20,,100
2014,1,25,21,,105
2014,1,25,22,,96
2014,1,25,23,,88
2014,1,26,0,,89
